Car_ID,Brand,Model,Segment,Year,Price_INR_Lakhs,Engine_CC,Fuel_Type,Transmission,Power_BHP,Torque_Nm,Mileage_kmpl,Top_Speed_kmph,No_of_Airbags,ABS,EBD,ESP,Hill_Assist,ISOFIX,Rear_Parking_Sensors,Front_Parking_Sensors,Reverse_Camera,Blind_Spot_Monitor,Lane_Departure_Warning,Adaptive_Cruise_Control,Auto_Emergency_Braking,NCAP_Rating,No_of_Seats,Sunroof_Moonroof,Leather_Seats,Ventilated_Seats,Heated_Seats,Climate_Zones,Ambient_Lighting,Wireless_Charging,Infotainment_Screen_inch,Apple_CarPlay,Android_Auto,Connected_Car_Tech,Digital_Instrument_Cluster,Head_Up_Display,Premium_Sound_System,Cruise_Control,Keyless_Entry,Push_Button_Start,Electric_Parking_Brake,Auto_Dimming_IRVM,Tyre_Size,Ground_Clearance_mm,Boot_Space_L,Fuel_Tank_L,Wheelbase_mm,Length_mm,Width_mm,Height_mm,Kerb_Weight_kg,Drive_Type
944,Hyundai,Aura,Sedan,2023,29.14,1500,Diesel,Manual,208,254,16.75,208,4,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,5,Yes,No,No,No,1,Yes,No,10.25,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,185/60 R15,142,449,64,2517,4641,1857,1438,1492,RWD
945,Honda,City,Sedan,2021,29.72,1800,Petrol,Manual,175,303,18.47,222,4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,225/45 R18,127,528,55,2882,4499,1855,1469,1550,RWD
946,Audi,A3,Sedan,2021,40.43,1200,Petrol Hybrid,Manual,171,260,13.94,164,4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,5,5,No,Yes,Yes,No,2,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,215/55 R17,120,467,42,2604,3984,1713,1490,1696,FWD
947,Tata,Tigor,Sedan,2020,12.01,1500,Diesel,Automatic,129,221,12.96,157,2,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,5,5,No,Yes,No,No,1,No,No,7,Yes,Yes,No,Yes,No,Bose,No,Yes,Yes,Yes,No,215/55 R17,120,508,48,2883,4275,1720,1468,1361,FWD
948,Maruti Suzuki,Dzire,Sedan,2022,8.23,1200,Petrol,DCT,192,234,13.44,218,2,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,0,5,No,No,No,No,2,Yes,No,9,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,225/45 R18,124,389,53,2763,4878,1824,1465,1188,RWD
949,Hyundai,Elantra,Sedan,2022,30.69,1500,Petrol,Automatic,189,263,12.93,205,8,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,0,5,No,No,Yes,No,1,Yes,Yes,10.25,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,205/55 R16,151,453,51,2872,4568,1827,1477,1638,FWD
950,Maruti Suzuki,Ciaz,Sedan,2020,15.93,1300,Petrol,CVT,234,411,13.53,181,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,0,5,No,No,No,No,2,No,No,8,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,No,205/55 R16,147,435,47,2660,4971,1721,1481,1358,RWD
951,Volkswagen,Virtus,Sedan,2024,7.01,2300,Petrol Hybrid,Automatic,160,236,15.61,156,4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,5,5,No,No,Yes,No,1,Yes,No,10.25,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,225/45 R18,132,433,45,2545,3914,1771,1441,1178,RWD
952,Hyundai,Verna,Sedan,2024,39.46,1100,Petrol Hybrid,AMT,176,209,15.86,184,4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,0,5,Yes,No,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,No,No,215/55 R17,148,439,55,2633,4222,1865,1473,1231,RWD
953,Volvo,S60,Sedan,2021,11.13,2200,Petrol,Manual,177,227,14.4,158,2,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,0,5,No,No,No,No,2,No,No,10.1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,225/45 R18,151,557,60,2796,4612,1701,1470,1124,RWD
954,Hyundai,Elantra,Sedan,2022,61.69,1800,Diesel,CVT,217,379,17.95,246,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,No,No,2,No,No,9,Yes,Yes,Yes,No,No,Meridian,Yes,Yes,Yes,Yes,No,205/55 R16,125,526,63,2450,4739,1762,1496,1328,RWD
955,Ford,Aspire,Sedan,2024,9.16,1500,Petrol,AMT,167,206,12.07,170,2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,Yes,8,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,Yes,No,205/55 R16,138,413,59,2654,4017,1841,1476,1566,FWD
956,Maruti Suzuki,Dzire,Sedan,2019,13.26,2300,Petrol,Manual,178,281,15.03,239,2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,0,5,No,Yes,No,No,2,Yes,Yes,7,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,205/55 R16,126,540,57,2623,4204,1720,1455,1705,RWD
957,Skoda,Octavia,Sedan,2021,14.66,2300,Diesel,Manual,188,240,13.88,184,2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,5,5,No,No,No,No,2,No,No,8,Yes,Yes,No,No,Yes,Bose,No,Yes,Yes,No,Yes,215/55 R17,154,489,53,2877,4557,1775,1468,1054,FWD
958,Kia,Cerato,Sedan,2023,19.42,1000,Petrol,Automatic,175,232,20.59,190,8,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,No,2,Yes,No,8,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,185/60 R16,150,384,37,2832,4136,1792,1461,1636,RWD
959,Kia,Cerato,Sedan,2023,47.1,1400,Diesel,AMT,156,210,17.65,196,8,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,4,5,No,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,No,215/55 R17,131,504,51,2780,3953,1790,1488,1671,FWD
960,Skoda,Octavia,Sedan,2023,53.14,1100,Diesel,Manual,175,274,13.18,229,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,No,No,2,No,No,7,Yes,Yes,Yes,Yes,No,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,215/55 R17,132,416,41,2611,4907,1719,1509,1501,RWD
961,Toyota,Yaris,Sedan,2019,45.9,1400,Diesel,Manual,202,257,12.35,231,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,Yes,No,1,No,Yes,8,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,No,Yes,215/55 R17,138,551,60,2543,4900,1713,1478,1599,RWD
962,Audi,A3,Sedan,2020,19.13,2100,Diesel,Manual,139,219,21.04,171,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,0,5,No,No,No,No,2,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,185/60 R16,122,522,50,2852,4410,1794,1461,1720,RWD
963,Hyundai,Verna,Sedan,2024,39.96,1300,Petrol,AMT,173,220,12.12,222,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,5,5,Yes,Yes,Yes,No,1,Yes,Yes,10.1,Yes,Yes,Yes,No,No,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,185/60 R16,154,380,41,2677,4469,1826,1476,1236,FWD
964,Skoda,Slavia,Sedan,2020,52.79,1700,Petrol,Manual,148,190,13.69,201,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4,5,No,No,Yes,No,1,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,Burmester,No,Yes,Yes,Yes,No,225/45 R18,137,505,50,2752,4239,1747,1485,1497,RWD
965,Hyundai,Aura,Sedan,2022,10.14,1500,Petrol,Manual,205,271,20.5,185,2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,0,5,Yes,No,No,No,1,No,No,10.1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,205/55 R16,123,438,50,2702,4058,1779,1421,1220,RWD
966,Toyota,Camry,Sedan,2024,44.48,1000,Petrol,AMT,124,186,20.79,156,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4,5,No,Yes,Yes,No,2,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,No,215/55 R17,127,413,35,2866,4822,1700,1424,1636,RWD
967,Mercedes-Benz,A-Class,Sedan,2023,53.95,1900,Petrol,Manual,153,242,19.02,156,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,0,5,No,Yes,No,No,1,Yes,Yes,8,Yes,Yes,No,Yes,Yes,JBL,Yes,Yes,Yes,Yes,No,205/55 R16,140,487,50,2858,4474,1662,1492,1178,FWD
968,Skoda,Slavia,Sedan,2024,29.22,1700,Diesel,Automatic,181,274,14.43,158,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,0,5,No,No,No,No,2,No,Yes,7,Yes,Yes,Yes,No,Yes,Bose,No,Yes,Yes,No,No,225/45 R18,149,478,51,2855,4332,1735,1488,1451,RWD
969,Toyota,Yaris,Sedan,2021,29.97,1400,Petrol Hybrid,Automatic,216,329,20.6,205,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,5,Yes,No,No,No,1,No,No,10.1,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,215/55 R17,124,507,43,2486,4786,1835,1455,1492,RWD
970,Skoda,Octavia,Sedan,2020,54.29,2300,Diesel,Automatic,168,266,20.93,175,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,No,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,No,No,215/55 R17,128,449,65,2831,4471,1856,1483,1729,FWD
971,Toyota,Camry,Sedan,2022,50.14,1500,Petrol Hybrid,Manual,153,260,21.15,193,8,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5,5,Yes,Yes,No,No,2,Yes,Yes,9,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,Yes,225/45 R18,150,432,49,2721,3992,1742,1451,1280,FWD
972,Volkswagen,Virtus,Sedan,2019,39.21,2300,Petrol,Manual,226,268,17.38,212,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,10.1,Yes,Yes,Yes,No,Yes,Sony,Yes,Yes,Yes,Yes,Yes,225/45 R18,127,386,55,2641,4793,1847,1447,1605,RWD
973,Mercedes-Benz,A-Class,Sedan,2019,45.03,2300,Petrol,Manual,126,223,21.17,169,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,0,5,Yes,Yes,Yes,Yes,2,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,205/55 R16,150,479,65,2876,4739,1713,1450,1346,RWD
974,Toyota,Yaris,Sedan,2019,47.81,1500,Petrol,Automatic,104,139,14.16,156,8,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,9,Yes,Yes,Yes,Yes,Yes,Meridian,Yes,Yes,Yes,Yes,No,185/60 R16,149,491,56,2898,4527,1727,1489,1176,RWD
975,Tata,Tigor,Sedan,2024,27.26,1000,Petrol Hybrid,Automatic,183,252,13.03,200,4,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,5,5,No,No,No,No,2,No,No,8,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,Yes,225/45 R18,152,416,41,2477,4879,1831,1425,1021,FWD
976,Tata,Tigor,Sedan,2020,50.5,2100,Petrol,AMT,154,171,14.09,216,6,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,No,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,No,185/60 R15,136,491,64,2632,4614,1684,1430,1669,FWD
977,Honda,City,Sedan,2020,54.76,1900,Diesel,AMT,139,158,15.67,204,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,5,5,No,Yes,Yes,No,2,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Sony,No,Yes,Yes,Yes,Yes,185/60 R16,125,496,53,2554,4052,1762,1440,1366,FWD
978,Ford,Aspire,Sedan,2021,17.67,1600,Petrol,Automatic,191,247,20.42,236,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,5,No,Yes,No,No,2,No,No,9,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,185/60 R16,144,538,65,2856,4680,1740,1443,1288,FWD
979,Ford,Aspire,Sedan,2022,19,2000,Petrol,Manual,177,230,14.64,245,4,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,No,7,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,225/45 R18,139,474,47,2676,4361,1683,1448,1488,FWD
980,Hyundai,Verna,Sedan,2024,47.14,1100,Petrol Hybrid,Automatic,153,197,13.91,212,6,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,5,5,Yes,Yes,Yes,No,1,Yes,No,7,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,No,225/45 R18,130,420,65,2821,4434,1663,1420,1425,FWD
981,Tata,Tigor,Sedan,2023,28.49,1400,Diesel,Automatic,131,229,12.53,238,6,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,0,5,No,Yes,No,No,2,No,No,10.25,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,215/55 R17,132,559,62,2590,4912,1784,1497,1447,RWD
982,Hyundai,Verna,Sedan,2021,21.14,1800,Diesel,Manual,196,236,16.72,156,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0,5,No,No,No,No,2,No,Yes,7,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,Yes,185/60 R15,151,551,60,2891,4576,1750,1482,1043,FWD
983,Skoda,Octavia,Sedan,2022,49.54,1600,Diesel,Manual,189,214,14.71,192,4,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,4,5,Yes,Yes,Yes,No,1,Yes,Yes,9,Yes,Yes,No,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,No,Yes,205/55 R16,129,445,37,2660,4934,1689,1457,1153,FWD
984,Audi,A3,Sedan,2022,44.91,1100,Petrol,Manual,167,233,12.78,188,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,5,5,Yes,Yes,No,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,215/55 R17,150,521,43,2541,4938,1732,1467,1371,RWD
985,BMW,2 Series,Sedan,2019,37.24,1600,Petrol Hybrid,Automatic,225,254,16.28,171,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,0,5,Yes,Yes,No,No,2,Yes,Yes,9,Yes,Yes,No,Yes,No,Burmester,Yes,Yes,Yes,Yes,Yes,185/60 R15,142,531,53,2863,4448,1866,1456,1704,RWD
986,Skoda,Octavia,Sedan,2023,49.34,1800,Petrol Hybrid,Automatic,137,159,18.71,176,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,5,Yes,Yes,No,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,No,Yes,205/55 R16,127,480,49,2643,4057,1771,1510,1423,FWD
987,Toyota,Camry,Sedan,2022,57.68,1500,Petrol,Manual,124,212,13.93,161,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,5,Yes,No,No,No,2,Yes,Yes,9,Yes,Yes,Yes,Yes,No,Sony,Yes,Yes,Yes,No,No,225/45 R18,132,542,63,2597,4140,1853,1427,1052,FWD
988,BMW,2 Series,Sedan,2022,25.03,1400,Petrol,DCT,149,264,14.41,246,8,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,0,5,No,No,No,No,1,No,No,7,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,185/60 R16,123,447,50,2457,4159,1785,1503,1542,FWD
989,Toyota,Yaris,Sedan,2022,31.1,1500,Petrol,Manual,168,265,19.68,196,8,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,0,5,No,No,No,No,1,No,No,9,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,No,205/55 R16,143,394,38,2546,4574,1700,1452,1479,FWD
990,Maruti Suzuki,Ciaz,Sedan,2022,38.62,1700,Diesel,DCT,177,237,19.2,170,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,2,Yes,Yes,10.1,Yes,Yes,No,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,215/55 R17,155,526,63,2748,4443,1774,1448,1523,RWD
991,Volvo,S60,Sedan,2020,8.48,2400,Petrol,Manual,162,274,18.03,203,2,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,4,5,No,Yes,No,No,1,No,No,9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,185/60 R15,139,460,57,2755,4473,1755,1473,1565,FWD
992,Volkswagen,Virtus,Sedan,2019,50.49,1900,Petrol,Manual,180,234,19.01,238,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5,5,Yes,Yes,No,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,185/60 R15,139,442,59,2877,4791,1757,1474,1527,RWD
993,Audi,A3,Sedan,2019,53.9,2000,Petrol,Manual,132,160,15.14,248,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,1,Yes,No,10.1,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,215/55 R17,128,406,35,2738,4938,1829,1500,1671,RWD
994,Tata,Tigor,Sedan,2022,33.16,2400,Petrol Hybrid,Manual,213,331,12.68,209,8,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,5,5,No,No,No,No,2,No,No,7,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,225/45 R18,149,534,49,2454,4344,1691,1425,1570,FWD
995,Hyundai,Elantra,Sedan,2020,21.6,2100,Petrol,Automatic,167,283,20.85,188,6,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,5,5,No,No,No,No,1,No,Yes,8,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,No,185/60 R15,140,543,54,2745,4875,1822,1507,1310,FWD
996,Honda,City,Sedan,2023,35.42,1800,Petrol,AMT,203,286,13.73,237,6,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,0,5,No,No,No,No,2,No,Yes,8,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,225/45 R18,137,444,42,2550,4127,1787,1489,1162,RWD
997,Hyundai,Aura,Sedan,2024,53.62,1500,Diesel,Automatic,180,249,13.35,222,6,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,0,5,Yes,Yes,Yes,No,2,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,215/55 R17,131,536,40,2743,4012,1778,1440,1138,RWD
998,Mercedes-Benz,A-Class,Sedan,2023,22.01,1600,Diesel,Manual,183,327,14.6,184,8,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,0,5,Yes,No,No,No,2,Yes,No,9,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,Yes,205/55 R16,132,505,55,2490,4525,1857,1494,1164,RWD
999,Volkswagen,Vento,Sedan,2022,19.68,1500,Petrol,Manual,187,212,12.77,209,6,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,4,5,No,No,No,No,2,No,No,10.25,Yes,Yes,Yes,Yes,No,JBL,No,Yes,Yes,No,No,215/55 R17,139,546,57,2530,3908,1825,1460,1185,FWD
1000,Ford,Aspire,Sedan,2024,45.81,1900,Petrol,CVT,183,289,20.25,162,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,10.25,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,No,No,205/55 R16,135,459,61,2744,4527,1855,1505,1423,RWD
1001,Volkswagen,Vento,Sedan,2022,45.75,2400,Petrol,AMT,189,336,14.84,217,8,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,4,5,Yes,Yes,No,No,2,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,185/60 R16,134,392,60,2891,4102,1762,1455,1746,FWD
1002,Honda,City,Sedan,2024,20.52,1200,Diesel,Automatic,209,333,14.95,191,4,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,0,5,No,Yes,No,No,2,Yes,No,9,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,185/60 R15,120,484,49,2771,4052,1665,1424,1610,RWD
1003,Kia,Cerato,Sedan,2021,23.2,1200,Diesel,Manual,175,262,12.66,236,6,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,0,5,No,No,Yes,No,2,No,No,8,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,205/55 R16,127,546,39,2844,4356,1733,1446,1271,RWD
1004,Hyundai,Verna,Sedan,2024,57.28,2100,Petrol,AMT,191,265,18.52,164,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,205/55 R16,136,506,52,2708,4345,1856,1479,1650,RWD
1005,Hyundai,Verna,Sedan,2022,9.44,2300,Petrol,Manual,167,227,18.45,157,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,0,5,No,Yes,No,No,1,No,No,9,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,215/55 R17,141,421,57,2783,4290,1818,1495,1636,RWD
1006,Tata,Tigor,Sedan,2022,39.38,1100,Diesel,Manual,213,275,13.08,241,8,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,2,Yes,No,9,Yes,Yes,No,Yes,No,Meridian,No,Yes,Yes,Yes,Yes,185/60 R16,132,432,37,2781,4813,1806,1449,1072,FWD
1007,Maruti Suzuki,Dzire,Sedan,2022,25.44,1600,Diesel,Automatic,149,208,12.95,214,6,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,4,5,No,No,No,No,2,Yes,Yes,7,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,185/60 R15,120,464,63,2560,4915,1758,1496,1213,FWD
1008,Kia,Cerato,Sedan,2022,43.39,2400,Diesel,Manual,224,382,21.55,191,8,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,Yes,No,1,Yes,Yes,8,Yes,Yes,Yes,Yes,No,Bang & Olufsen,Yes,Yes,Yes,Yes,No,185/60 R15,144,548,43,2611,4687,1705,1501,1269,FWD
1009,Kia,Cerato,Sedan,2021,6.37,1900,Petrol Hybrid,AMT,168,201,16.93,240,2,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,4,5,No,No,No,Yes,1,Yes,No,9,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,215/55 R17,124,538,48,2862,4724,1846,1478,1702,RWD
1010,Honda,City,Sedan,2019,48.48,1000,Diesel,Manual,127,228,19.69,155,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,5,5,No,Yes,Yes,No,2,Yes,Yes,7,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,225/45 R18,139,489,59,2809,4280,1690,1459,1719,RWD
1011,Honda,City,Sedan,2022,55.43,2300,Petrol,AMT,173,216,20.37,214,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,5,Yes,Yes,No,No,2,Yes,No,9,Yes,Yes,Yes,Yes,Yes,JBL,Yes,Yes,Yes,Yes,Yes,215/55 R17,123,464,53,2480,4451,1690,1435,1471,RWD
1012,Audi,A3,Sedan,2023,31.41,1300,Petrol,Automatic,149,193,16.43,227,8,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,No,1,No,No,8,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,205/55 R16,152,427,65,2806,4379,1663,1424,1583,RWD
1013,Maruti Suzuki,Ciaz,Sedan,2021,21.18,2300,Petrol,DCT,195,216,20.12,179,4,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,5,5,No,No,No,No,2,No,No,7,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,185/60 R16,126,475,64,2741,4736,1823,1450,1480,FWD
1014,Hyundai,Aura,Sedan,2019,58.04,2300,Diesel,Manual,150,218,12.75,185,6,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,5,5,Yes,Yes,Yes,No,1,Yes,Yes,7,Yes,Yes,No,Yes,No,Burmester,No,Yes,Yes,Yes,No,225/45 R18,123,385,54,2706,4772,1833,1426,1655,RWD
1015,Hyundai,Elantra,Sedan,2019,58.66,2300,Petrol,CVT,156,218,18.39,247,6,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,0,5,Yes,Yes,No,No,2,No,Yes,10.1,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,Yes,185/60 R15,122,439,36,2551,4071,1753,1428,1532,RWD
